"WEIGHT","LENGTH","LOCATION","COAST","SEASON","SEX"
"261","33.1","MARAETAI","EAST","WINTER","FEMALE"
"260","34.5","MARAETAI","EAST","SUMMER","FEMALE"
"293","38.5","MURIWAI","WEST","SUMMER","MALE"
"280","39.5","WAITAWA","EAST","SUMMER","MALE"
"288","37.7","WAITAWA","EAST","SUMMER","FEMALE"
"267","37.8","MARAETAI","EAST","SUMMER","FEMALE"
"267","37.6","WAITAWA","EAST","WINTER","FEMALE"
"259","40.3","MARAETAI","EAST","WINTER","MALE"
"263","34.5","WAITAWA","EAST","WINTER","MALE"
"264","37.2","WAITAWA","EAST","WINTER","MALE"
"294","38.2","PIHA","WEST","SUMMER","MALE"
"290","36.5","WAITAWA","EAST","SUMMER","FEMALE"
"283","37.8","PIHA","WEST","SUMMER","MALE"
"279","39","WAITAWA","EAST","SUMMER","FEMALE"
"259","36","MURIWAI","WEST","WINTER","MALE"
"256","37","MURIWAI","WEST","WINTER","FEMALE"
"258","33.6","WAITAWA","EAST","WINTER","MALE"
"263","34.9","MURIWAI","WEST","WINTER","FEMALE"
"258","35.5","MARAETAI","EAST","WINTER","MALE"
"269","38.2","MURIWAI","WEST","WINTER","MALE"
"278","38.2","WAITAWA","EAST","SUMMER","FEMALE"
"292","37.3","PIHA","WEST","SUMMER","MALE"
"295","40.3","PIHA","WEST","SUMMER","MALE"
"242","35.1","PIHA","WEST","WINTER","FEMALE"
"264","39.9","MURIWAI","WEST","WINTER","FEMALE"
"268","36.8","PIHA","WEST","SUMMER","FEMALE"
"265","38.2","MURIWAI","WEST","WINTER","FEMALE"
"269","39.5","MARAETAI","EAST","WINTER","MALE"
"284","37.5","MARAETAI","EAST","SUMMER","MALE"
"283","40.8","PIHA","WEST","SUMMER","FEMALE"
"300","35.5","PIHA","WEST","SUMMER","MALE"
"262","37.3","MURIWAI","WEST","WINTER","FEMALE"
"292","40.2","MURIWAI","WEST","SUMMER","FEMALE"
"284","34.8","WAITAWA","EAST","SUMMER","MALE"
"248","32.1","PIHA","WEST","WINTER","FEMALE"
"291","40.4","MURIWAI","WEST","SUMMER","FEMALE"
"249","35.9","WAITAWA","EAST","WINTER","FEMALE"
"274","40.3","MARAETAI","EAST","WINTER","MALE"
"293","36.8","MURIWAI","WEST","SUMMER","MALE"
"260","40.3","MURIWAI","WEST","WINTER","FEMALE"
"252","35.8","WAITAWA","EAST","WINTER","FEMALE"
"282","39.4","MARAETAI","EAST","SUMMER","MALE"
"258","37","PIHA","WEST","WINTER","FEMALE"
"271","33","WAITAWA","EAST","SUMMER","FEMALE"
"242","36.7","PIHA","WEST","WINTER","FEMALE"
"311","40.6","PIHA","WEST","SUMMER","MALE"
"273","38.3","MURIWAI","WEST","WINTER","MALE"
"271","40.3","MARAETAI","EAST","WINTER","MALE"
"282","36.4","PIHA","WEST","SUMMER","MALE"
"241","33.2","WAITAWA","EAST","WINTER","FEMALE"
"267","36.7","PIHA","WEST","WINTER","FEMALE"
"286","42.7","WAITAWA","EAST","SUMMER","MALE"
"238","35.7","WAITAWA","EAST","WINTER","FEMALE"
"257","37.1","MARAETAI","EAST","WINTER","FEMALE"
"261","41.6","MURIWAI","WEST","WINTER","MALE"
"293","39.5","MURIWAI","WEST","SUMMER","MALE"
"272","37.1","WAITAWA","EAST","SUMMER","FEMALE"
"256","35.6","WAITAWA","EAST","WINTER","FEMALE"
"271","38.7","PIHA","WEST","WINTER","MALE"
"266","35.7","MURIWAI","WEST","WINTER","MALE"
"282","37.7","PIHA","WEST","SUMMER","MALE"
"247","38.7","MARAETAI","EAST","WINTER","FEMALE"
"261","36.1","MURIWAI","WEST","WINTER","FEMALE"
"276","36.3","PIHA","WEST","SUMMER","FEMALE"
"278","37.4","MARAETAI","EAST","SUMMER","MALE"
"255","33.8","MURIWAI","WEST","WINTER","FEMALE"
"259","35.6","MARAETAI","EAST","WINTER","FEMALE"
"267","36.9","MURIWAI","WEST","WINTER","FEMALE"
"262","37","PIHA","WEST","SUMMER","FEMALE"
"250","38.8","MURIWAI","WEST","WINTER","FEMALE"
"253","35.8","MURIWAI","WEST","WINTER","FEMALE"
